부위,질환명,정의,원인,증상,관련질환,진료과
배,급성 신부전(Acute renal failure),급성 신부전이란 신장 기능이 갑자기 떨어진 상태를 의미합니다. 신장 기능이 떨어지면 몸 안의 노폐물 배출에 문제가 생겨 요독이 쌓이고 수분과 전해질의 균형이 깨집니다.,"급성 신부전의 원인은 크게 신전성, 신성, 신후성의 세 종류로 나눌 수 있습니다. 첫째, 신전성은 신장으로 공급되는 혈액량이 감소하여 발생합니다. 구토나 설사로 인한 심한 탈수, 심부전, 간경화, 패혈증 등으로 신장 혈류량이 줄어들면 발생할 수 있습니다. 둘째, 신성은 신장 자체에 사구체 질환, 세뇨관 질환, 간질 질환, 신혈관 질환 등이 생겨 발생할 수 있습니다. 셋째, 신후성은 소변이 배출되는 길에 문제가 생겨 발생합니다. 요로 결석이나 종양 등으로 인해 요로가 막히면 발생할 수 있습니다. 최근에는 평균 연령이 증가하고 당뇨병이 많아지며 방광의 신경이 약해져서 소변 배출을 하지 못하는 신경인성 방광이 신후성의 가장 흔한 원인입니다. ","급성 신부전의 주요 증상은 소변량 감소(핍뇨)입니다. 그러나 절반 정도의 환자에게서 소변량이 어느 정도 유지되는 비핍뇨성 신부전증이 나타날 수 있습니다. 그 외 오심 및 구토, 부종, 고혈압, 울혈성 심부전, 폐부종, 고칼륨혈증, 산혈증, 경련 등이 나타날 수 있습니다.","선천성 심장 질환, 전격성 간염, 신세포암종, 신우요관암, 고혈압, 처그 스트라우스 증후군, 대동맥 협착, 말기 신질환, 신부전, 사구체신염, 만성 신부전, 급성 간질성 신염, 신우요관암의 전이, 요로결석",신장내과
배,급성 신우신염(Acute pyelonephritis),급성 신우신염은 신장이나 신우 등 상부 요로계가 감염된 것을 의미합니다. 방광이나 요도의 감염은 하부 요로 감염이라고 합니다.,"급성 신우신염의 원인은 대개 세균(박테리아) 감염입니다. 세균이 방광에서 신장으로 거슬러 올라가 발생하는 감염이 대부분입니다. 혈류를 통해 신장에 감염되기도 합니다. 예를 들어 세균 감염에 의하여 방광염이나 요도염이 발생하고, 어떤 원인에 의해 소변이 아래에서 위로 역류하는 이상 현상이 생기면 세균이 신장으로 거슬러 올라가 신우신염이 발생합니다. 대장균에 감염되는 경우가 많습니다. 최근에는 항생제 사용이 증가하면서 항생제 내성균의 감염이 문제가 되고 있습니다.","급성 신우신염에 걸리면 열이 나며 등 뒤의 늑골척추각(맨 아래 갈비뼈와 척추가 만나는 부위)을 살짝만 쳐도 아픕니다. 요도염이나 방광염이 선행되는 경우가 많습니다. 소변을 눌 때 통증이 느껴지거나, 배뇨한 뒤에도 또 소변을 보고 싶어지는 증상이 나타납니다.","신우요관암, 급성 방광염, 대장균 감염, 임균성 요도염, 비임균성 요도염, 신우요관 폐색, 방광요관 역류, 요관 협착",감염내과
배,급성 위장염(Acute gastroenteritis),"급성 위장염은 바이러스, 박테리아, 기생충 등으로 인해 위와 장에 염증이 생기는 질환을 의미합니다.","급성 위장염은 바이러스, 박테리아, 기생충과 같은 원인균이 음식이나 사람과 접촉하여 전염되면서 발생합니다. 흔한 원인균으로는 대장균(E. coli), 로타 바이러스(Rota virus), 살모넬라, 이질균 등이 있습니다.","위와 장의 염증으로 인해 설사와 구토가 생깁니다. 설사로 인해 항문이 헐고, 구토와 설사로 인해 복부에 가스가 차서 복부 팽만감이 생깁니다. 탈수 증상으로 인해 기운이 없으며, 복부에 심한 통증이 생깁니다. 고열로 인해 두통이 발생하기도 합니다.","대장균 감염, 세균성 이질, 바이러스성 장염, 위막성 대장염, 식중독, 장출혈성 대장균 감염증, 아메바성 이질",가정의학과
배,급성 충수염(Acute appendicitis),"급성 충수염은 맹장 끝 약 10cm 길이의 충수 돌기에 염증이 발생하는 것을 의미합니다. 맹장은 소장의 회장(ileum)이 끝나고 대장(결장, colon)이 시작되는 부위에 커다란 주머니 모양으로 연결된 부위입니다. 충수 돌기는 우측 하복부, 구체적으로 배꼽과 오른쪽 골반뼈가 튀어나온 사이에 위치합니다.","충수염은 충수의 구멍이 막혀서 발생합니다. 충수가 막히는 가장 흔한 원인은 충수 돌기 주위의 임파 조직이 과다 증식한 것입니다(60%). 다음으로 딱딱한 변이 충수 돌기로 흘러 들어가서 그 입구를 막는 경우가 있습니다(35%). 그 외의 원인으로 입으로 섭취한 이물질(머리카락, 사과씨 등), 염증성 협착 등이 있습니다.","충수염에 걸리면 처음에는 소화기 증상(구역질, 구토, 메슥거림) 등 체한 증상이 나타나다가 점차 명치 부위와 상복부에 통증이 생깁니다. 상복부 통증은 시간이 지나면 배꼽 주위를 거쳐 충수의 위치인 우하복부 통증으로 바뀝니다. 서서히 미열이 나타나고 한기를 느끼기도 합니다.",복막염,소아외과
배,급성 췌장염(Acute pancreatitis),"급성 췌장염은 담석, 음주, 약물, 종양, 손상 등의 원인에 의해 췌장이 자가 소화되는 급성 염증성 질환을 의미합니다.","급성 췌장염의 가장 흔한 원인은 담석과 음주입니다. 이 외에 고중성지방혈증이나 고칼슘혈증, 약물, 췌장 기형, 복부 손상, 감염, 유전 등의 원인이 있습니다. 내시경적 역행성 췌담관조영술에 의해서 발생하기도 합니다.","급성 췌장염이 생기면, 반듯하게 누워 있을 때 복부 통증이 심해져서 허리를 앞으로 굽히고 무릎을 끌어당긴 자세를 취하게 됩니다. 왼쪽 배 또는 오른쪽 어깨로 뻗어 나가는 통증이 생깁니다. 복부 통증은 보통 음식 섭취로 인해 악화됩니다. 대부분 구역질과 구토를 합니다. 담석이 원인인 경우 황달이 나타나기도 합니다. 기름진 음식이 잘 소화되지 않아 회색 변을 보기도 합니다.","췌장암, 만성 췌장염, 췌장염, 췌장 전이암",소화기내과
배,기능성 위장 장애(Functional Gastrointestinal Disorder),"기능성 위장 장애는 특별한 원인 없이 소화불량, 속 쓰림, 더부룩함, 구토, 부글거림 등 여러 가지 위장관 증상이 3개월 이상 지속되는 만성 질환을 의미합니다.",,"윗배가 아프거나 속이 불편하고, 소화가 잘 안되고, 트림이 자주 나는 등 전형적인 소화불량 증상이 주를 이룹니다. 음식을 먹으면 증상이 악화되고, 조금만 먹어도 배가 부르고, 식후에 배가 팽창합니다. 트림이 나오고 메스꺼운 증상이 나타나기도 합니다.","헬리코박터균 감염, 소화불량",소화기내과
배,난산(Dystocia),"난산은 비정상 진통 상태로, 자궁 경부의 개대, 태아의 하강이 잘 이루어지지 않아 분만의 진행이 실패하는 것을 의미합니다.","난산의 원인으로는 부적절한 자궁 수축, 태아의 자세나 위치 이상, 좁은 골반, 산도의 기형 등이 있습니다. 임신 중 체중 조절, 체력 관리를 통해 난산의 가능성을 낮출 수 있습니다. 임신 중 생활 습관에 신경 써야 합니다.","난산은 모체, 태아, 태반에서 발생하는 합병증을 유발하여 태아의 질식 및 가사, 산도 파열, 자궁 내번증, 치골결합 열림 및 파열 등을 유발할 수 있습니다. 흡인 분만, 겸자 분만, 제왕절개술 등을 통해 급히 분만해야 하는 경우도 있습니다. 난산은 임산부의 피로를 초래할 뿐만 아니라 산도의 손상, 출혈, 감염 등을 유발하기도 합니다.",다태아,산부인과
배,난소 낭종(Ovarian cysts),난소 낭종은 난소에 물이 찬 혹을 생긴 것을 의미합니다. 난소는 자궁의 양측에 있으며 배란(난자를 만들고 배출하는 일)과 여성호르몬 생성을 담당하는 중요한 장기입니다. 난소 낭종은 대개 작고 양성이며 암이 아닙니다.,난소 낭종은 매달 난소에서 생겨나는 난포라는 정상 물집이 물혹으로 변하면서 발생합니다.,"난소 낭종은 크기가 크지 않으면 대부분 자각하지 못합니다. 간혹 복부 팽만, 복부 압박 증상, 복통, 소화불량, 대소변 볼 때의 불편함 등의 증상이 나타나기도 합니다. 간혹 출혈이 발생합니다. ","난소암, 난소의 양성 종양, 다낭성 난소 증후군, 난소, 난관 이상",산부인과
배,"난소난관염(Oophoritis, Ovaritis)","난소난관염은 난관이 세균에 감염되어 염증이 발생한 질환을 의미합니다. 염증이 난소에만 발생하는 경우는 드물고, 대개는 난관염, 주위의 골반 내 염증과 합병되어 발생합니다. 난관염에서 파급되어 난소 주위 복막염을 유발하기도 합니다. 또한 난소 주위나 난소 자체에 염증이 퍼져 난관 농양, 난소 농양이 형성되기도 합니다.","난소난관염의 원인은 질이나 자궁 경부에  클라미디아 트라코마티스, 임질균, 마이코플라즈마, 포도상구균, 연쇄상구균 등과 같은 세균이 감염되는 것입니다.","임질균, 클라미디아에 의한 자궁경부염은 절반 이상이 무증상입니다. 그러나 이것이 난소난관염으로 진행되면 복통, 성교통, 발열, 구토, 비정상적 질 분비물, 불규칙한 질 출혈 등이 동반될 수 있습니다.","골반 염증성 질환, 여성 불임, 난소, 난관 이상, 자궁 외 임신, 복막염, 임질, 성병",산부인과
배,난소암(Ovarian cancer),난소암은 자궁 양쪽에 위치하여 난포를 생산하고 여성호르몬을 만드는 난소에 생긴 암을 의미합니다.,"난소암의 원인은 다른 암과 마찬가지로 정확하게 밝혀지지 않았습니다. 다만 난소암을 유발하는 몇 가지 요인이 있습니다. 우선, 가족 중 난소암 환자가 있는 경우 난소암에 걸릴 위험성이 큽니다. 그러나 난소암 환자의 95% 정도는 가족력이 없습니다. 다만 유방암, 자궁암, 내막암, 직장암의 과거력 및 가족력이 있는 경우, 유방암에 걸리면 난소암이 생길 가능성이 2배 높아집니다. 난소암이 있는 경우 유방암이 생길 가능성이 3~4배 정도 높아집니다. 배란과 월경이 지속되는 경우 난소암에 걸릴 확률이 높아집니다. ","난소암은 초기에 별다른 증상이 나타나지 않습니다. 1기에 진단되는 환자는 대부분 정기적인 산부인과 진찰 과정에서 내진이나 초음파 검사를 시행하다가 우연히 발견합니다. 난소암은 상당히 진행되더라도 증상이 매우 경미하거나 모호하여 대수롭지 않게 생각할 수 있습니다. 배에 딱딱한 것이 만져지거나, 복수가 차면서 배가 나오거나, 이로 인해 식사가 어렵거나 배가 아파서 병원을 찾을 때는 이미 난소암이 상당히 진행된 상태입니다.","자궁경부암, 자궁내막암, 자궁 상피 내 암종, 난소의 양성 종양, 난소 낭종, 다낭성 난소 증후군, 난소, 난관 이상",종양내과
배,난소의 양성 종양(Benign ovary tumor),난소의 양성 종양은 난소에서 악성(암)이 아닌 양성 신생물이 발생하는 질환을 의미합니다.,난소의 양성 종양이 발생하는 원인은 아직 정확하게 밝혀지지 않았습니다. 지속적인 배란이나 외부의 자극이 낭종의 발생을 유발한다는 가설이 유력합니다. 지속적인 배란으로 난소 표면에 상처가 생기면 난소 상피세포가 난소 내부로 함몰되어 들어갑니다. 그러면 이 속에 액체가 고이고 유출되지 않아 점차 커지면서 낭종이 발생합니다.,"난소 양성 종양의 증상으로는 하복부 통증, 요통, 빈번한 소변, 복부 팽만감, 배변 장애가 있습니다. 낭종이 꼬일 경우 심한 복통이 발생하기도 하지만, 아무런 증상이 나타나지 않을 수도 있습니다.","난소암, 난소 낭종, 다낭성 난소 증후군, 난소, 난관 이상",산부인과
배,낭성 신장 질환(Cystic kidney disease),낭성 신장 질환은 신장에 물혹이 생긴 상태를 의미합니다. 단순 낭종에서 악성 낭종까지 4단계로 분류됩니다. 유전성 질환인 다낭성신도 있습니다. ,다낭성신은 유전 질환입니다. 이외의 낭성 질환은 원인이 확실하지 않습니다.,"다낭성신이 아닌 낭성 신장 질환은 아무런 증상이 나타나지 않습니다. 대부분 건강검진 시 복부 초음파에서 발견됩니다. 다낭성신은 대개 고혈압을 동반하며, 복부에서 신장이 만져지거나 옆구리 통증이 느껴질 수 있습니다.",신장의 신생물,신장내과
배,다낭성 난소 증후군(Polycystic ovary syndrome),"다낭성 난소 증후군은 시상하부-뇌하수체-난소의 호르몬 이상으로 난소의 남성 호르몬 분비가 증가하여 배란이 잘 이루어지지 않아 월경 불순, 다모증, 비만, 불임이 발생하고, 장기적으로 대사 증후군과 연관되는 질환을 의미합니다. 이 질환에는 인슐린 저항성 또는 고인슐린혈증이 동반될 수 있습니다.","다낭성 난소 증후군의 원인은 정확하게 밝혀지지 않았습니다. 그러나 한 가지 원인만 있는 것이 아닙니다. 어떤 원인에 의한 것이든 인슐린 저항성, 안드로젠호르몬(남성호르몬) 과다혈증, 비정상적인 호르몬의 분비 등이 발생하여 생기는 내분비 질환입니다.","다낭성 난소 증후군의 증상에는 비정상적인 월경(월경을 하지 않거나, 몇 달씩 거르거나, 월경이 아닌 시기의 출혈 등), 고안드로젠혈증으로 인한 다모증(몸에 털이 많아지는 증상), 여드름 등이 있습니다. 배란이 잘 이루어지지 않아 월경 불순이 발생하는 것이므로 불임이 될 수 있습니다. 다낭성 난소 증후군에는 비만이 많이 동반되는데, 주로 허리, 둔부 비율이 증가하는 중심형 비만이 나타납니다. 당뇨병, 자궁내막 증식증 또는 자궁내막암과 같은 질환의 위험성이 증가합니다.","인슐린 의존성 당뇨병, 인슐린 비의존성 당뇨병, 당뇨병, 자궁내막암, 자궁내막 이상증식증, 무월경, 다모증",산부인과
